Bedrooms,Bathrooms,LivingSQFT,Age,DistToWH,LotSize,ListingType,Floors,CountySchool,Garage,Price
3,4,1715,34,25305.57551,0.03,Condo/Townhome,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,425000
4,4,3111,0,22181.01268,0.17,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,949990
5,5,4700,30,31102.73517,0.3,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,900000
5,4,3012,33,27625.01169,0.7,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,829900
3,4,4074,15,30561.66773,0.09,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,824990
6,4,3322,40,19154.54658,0.5,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,819000
4,4,2431,7,24017.62597,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,770000
4,4,2770,23,30858.07259,0.12,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,769900
3,4,1670,7,17244.33754,0.02,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,765000
4,4,3132,33,32660.1176,0.27,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,685000
4,3,2722,66,22183.85186,0.63,Single Family,1,FAIRFAX COUNTY PUBLIC SCHOOLS,0,667500
4,3,2320,56,23329.69452,0.25,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,3,635000
4,4,2428,42,22038.04944,0.22,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,634888
4,3,1300,35,26720.21461,0.31,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,609900
4,2,2132,54,21826.17072,0.27,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,579000
3,4,2400,17,27157.91557,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,535000
3,4,1464,17,27237.48391,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,535000
3,4,1232,48,21169.29019,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,470000
2,3,1386,33,20885.85858,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,462500
2,4,1750,31,28811.54472,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,435000
2,3,1320,30,32176.36509,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,410000
3,4,1280,33,25305.44117,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,406000
2,2,997,46,19574.34859,0.08,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,1,334900
5,6,6394,6,30935.24401,1.23,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1199000
4,5,3916,15,19701.60078,0.15,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,979900
4,3,2996,38,24230.80538,0.2,Condo/Townhome,2.5,FAIRFAX COUNTY PUBLIC SCHOOLS,2,859900
4,2,3078,65,22587.38093,0.3,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,599000
3,4,2170,17,27148.27331,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,533555
3,2,1380,68,23571.03961,0.26,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,4,475000
3,2,1380,60,24126.61822,0.24,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,459000
5,5,4084,0,23251.31055,0.32,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,879888
5,5,4084,0,23267.59726,0.32,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,879888
5,4,1868,39,21547.61387,0.28,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,675000
3,2,3324,17,30643.24335,1.06,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,675000
4,3,2231,51,30752.31984,0.26,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,584900
2,3,2028,32,29337.84722,0.07,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,439900
2,2,1128,17,27344.75754,0,Condo/Townhome,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,350000
4,4,3843,37,19529.09882,0.26,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,875000
5,3,2475,56,22364.45148,0.45,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,4,597500
4,2,2174,57,26113.32878,0.28,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,499000
2,3,1670,23,29401.0265,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,429900
3,4,2306,47,20222.21213,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,525000
3,3,1393,59,25643.2261,0.24,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,493000
5,4,3650,0,22552.57566,0.39,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1264900
4,5,5800,14,19648.69659,0.38,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1200000
6,7,8238,14,31630.4352,0.36,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1099000
4,4,3610,0,22181.01268,0.13,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1084990
4,3,2106,35,21855.19562,0.22,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,787500
5,5,3917,17,26675.52312,0.09,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,760000
4,3,2234,47,26499.76167,0.24,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,660000
4,3,2220,40,26427.3747,0.26,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,659900
4,4,2889,43,25422.46369,0.19,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,649000
4,3,2484,61,21704.00189,0.29,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,609000
4,3,2526,49,23894.17019,0.29,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,599000
3,4,2364,21,29805.19887,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,590000
3,2,1965,65,23210.72419,0.36,Single Family,1,FAIRFAX COUNTY PUBLIC SCHOOLS,2,574999
3,4,1280,35,28538.04897,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,414900
5,4,4972,10,19148.16564,0.64,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1199900
4,4,3584,0,22181.01268,0.13,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1094990
4,4,4500,24,24537.979,0.25,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,879000
4,5,3774,13,30436.17394,0.08,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,815000
4,4,3474,42,19703.49081,0.25,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,799800
4,4,2435,49,21082.68852,0.36,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,750000
4,4,2426,17,27472.24362,0.06,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,675000
4,3,1926,47,24605.36762,0.28,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,4,614900
3,4,2118,23,29398.93624,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,544888
3,3,1464,46,25582.13247,0.27,Single Family,1,FAIRFAX COUNTY PUBLIC SCHOOLS,2,535000
4,4,1686,34,30430.15366,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,480000
3,3,2216,13,29082.06346,0,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,439990
4,4,2562,40,28788.95265,0.48,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,764000
3,3,1452,47,20895.20652,0.06,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,499900
7,6,6000,0,20654.24661,0.5,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1550000
5,6,5976,15,31303.84898,0.25,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,900000
4,3,2480,55,20630.22264,0.6,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,750000
4,4,2149,39,23530.3121,0.24,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,729000
4,3,2081,43,26654.47653,0.23,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,619900
3,4,1674,31,28101.53244,0.06,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,547000
3,3,1456,42,19510.09714,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,434000
3,4,1610,6,17299.01645,0.02,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,769900
3,4,2600,21,29603.64983,0.07,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,589999
3,3,1456,42,19478.50824,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,439987
3,3,1687,22,30689.38466,0,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,392999
4,5,3125,48,24356.23888,0.3,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,749500
4,3,2090,46,24502.50677,0.25,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,575000
5,7,7875,17,16771.21159,1.18,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1965000
4,3,2520,56,19565.21177,0.53,Single Family,1,FAIRFAX COUNTY PUBLIC SCHOOLS,2,667000
6,5,3447,51,31448.32726,0.22,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,649900
4,3,2430,49,23603.87846,0.26,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,615000
3,4,1908,50,20168.63142,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,545000
3,2,1785,69,25511.82906,0.19,Single Family,2.5,FAIRFAX COUNTY PUBLIC SCHOOLS,1,524900
4,2,1512,51,30589.13014,0.23,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,495000
3,4,1452,41,24599.10868,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,430000
3,2,1307,14,28974.17939,0,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,2,359900
4,5,5256,31,29097.96796,0.84,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1095000
4,4,5302,22,30461.19794,0.33,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,994900
4,5,5984,15,30616.85671,0.1,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,849900
4,5,5272,31,31576.40443,0.3,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,799900
4,4,3044,33,25250.96724,0.22,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,789000
4,4,2934,34,26977.28309,0.28,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,715000
4,4,2670,42,29936.27528,0.46,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,695000
4,4,2539,35,32601.86533,0.35,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,674900
5,3,2400,51,21785.95778,0.25,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,627900
5,3,2774,52,26234.84717,0.36,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,619888
4,3,2186,54,21232.6358,0.24,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,594888
4,3,2266,50,30795.70296,0.2,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,549900
4,2,1499,63,23810.5682,0.27,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,549888
5,2,1108,42,21938.3479,0.25,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,545000
4,3,1955,60,24258.40534,0.23,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,525000
4,2,2450,57,26094.12411,0.32,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,524900
3,2,1535,48,31558.54719,0.23,Single Family,1,FAIRFAX COUNTY PUBLIC SCHOOLS,2,515000
3,3,1600,40,19290.42673,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,449900
3,3,1566,13,29098.02822,0,Condo/Townhome,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,398000
3,4,3486,23,21124.458,0.08,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,799888
3,2,2312,67,25108.60731,0.21,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,430000
4,5,5032,9,30511.36629,0.1,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,925000
4,3,2109,39,24067.4424,0.22,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,649900
4,5,2396,11,28778.63586,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,625000
3,4,1920,16,30346.45494,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,599900
3,5,1532,8,20449.64584,0.02,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,650000
5,3,1360,55,21345.44745,0.24,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,575000
6,3,2056,67,23751.43092,0.19,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,525000
3,2,1060,68,24818.34284,0.22,Single Family,1,FAIRFAX COUNTY PUBLIC SCHOOLS,0,425000
3,3,1687,22,30753.37384,0,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,388500
5,5,3503,9,31511.86505,0.41,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1150000
3,4,1920,20,29607.86747,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,555000
4,5,6065,18,30260.116,0.91,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1299000
5,5,5719,15,20930.55036,0.2,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1250000
3,5,3408,54,19647.59168,1.16,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1100000
3,4,2750,5,24879.84614,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,759000
4,2,2390,63,27656.71045,0.99,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,699900
3,5,2477,5,26839.08772,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,684900
4,4,2975,37,29330.57253,0.2,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,678800
4,3,2434,32,31829.31849,0.31,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,660000
4,4,2592,56,22929.91715,0.26,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,650000
4,3,2273,48,24115.2541,0.25,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,609990
4,3,1878,50,25301.30813,0.35,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,599000
4,3,2617,49,31979.10673,0.25,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,589000
4,2,1950,50,31005.06937,0.28,Single Family,1,FAIRFAX COUNTY PUBLIC SCHOOLS,2,544000
4,2,1932,51,31886.80697,0.2,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,535000
3,3,1490,64,25459.69754,0.26,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,529900
3,4,1600,28,30425.55726,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,510000
4,4,2284,42,24225.10966,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,499888
1,1,700,31,28580.79718,0,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,0,214900
1,1,556,14,29069.39677,0,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,1,199500
5,4,2473,40,27080.19205,0.53,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,799999
5,3,2720,56,19635.18628,1.71,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,765000
3,4,2100,18,18818.88628,0.07,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,689950
4,4,2880,43,26194.74218,0.69,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,685000
3,4,2572,30,24048.38277,0.09,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,648000
4,3,2819,37,25016.34036,0.2,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,644900
4,2,2127,43,23640.64578,0.31,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,589888
4,2,2068,36,25549.40177,0.21,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,540000
3,4,1600,9,28820.36547,0.02,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,525000
3,3,1895,59,26123.78698,0.27,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,499990
3,3,1056,43,19309.98234,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,415000
6,5,5410,0,11755.16259,0.25,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1650000
3,4,2935,0,17603.56011,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,744175
3,4,3216,13,24829.20926,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,675000
3,4,1888,36,26918.34086,0.17,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,615000
4,3,1409,47,24412.96657,0.27,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,609000
3,2,1764,70,15924.83934,0.24,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,530000
3,4,1748,32,29512.1622,0.07,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,500000
4,4,2198,48,26857.91682,0.25,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,575000
4,3,1618,54,22564.89221,0.24,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,649900
4,3,2592,52,22290.08965,0.25,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,639900
2,2,1184,14,16892.19019,0,Condo/Townhome,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,499990
2,2,1242,22,30854.42345,0,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,318000
4,5,4046,67,18629.23882,1,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,948500
4,5,6603,14,20851.10767,0.24,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1299000
4,3,2200,31,29571.04137,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,487300
3,4,1220,35,25680.79639,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,439000
6,6,6085,13,31288.53372,0.83,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1475000
6,5,5292,15,18262.54648,0.72,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1099000
4,5,6416,16,27769.34018,0.31,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1069000
4,3,2574,57,20306.86976,0.25,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,749999
3,4,2016,13,24775.63761,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,659900
4,3,2516,36,24855.53531,0.74,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,639990
3,2,1944,75,24059.87693,0.44,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,595000
3,4,2205,21,29721.90417,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,589900
3,4,2127,41,25120.10512,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,469500
6,6,5314,8,28315.88748,0.23,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1050000
5,6,4901,23,25209.5477,1.14,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,800000
4,4,3329,23,31875.98091,0.19,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,720000
5,4,2187,41,24388.36368,0.3,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,689000
4,3,1519,55,21088.40482,0.41,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,629900
4,2,2372,64,22831.85434,0.26,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,549000
2,3,1670,22,29547.47689,0.02,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,419900
4,3,2377,42,27377.92832,0.46,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,719900
4,4,2769,38,23105.53687,0.64,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,699900
3,3,1886,33,21595.42365,0.13,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,680000
4,4,2200,21,31067.34079,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,599000
4,3,2672,65,24949.32868,0.44,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,574980
4,4,3583,0,22825.93143,0.21,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,990900
5,4,2550,19,19562.75092,0.19,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,815000
5,5,3583,0,24267.6284,0.38,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1195000
4,4,2224,31,29747.59036,0.08,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,495000
2,2,977,51,31329.82176,0,Condo/Townhome,1,PRINCE WILLIAM COUNTY PUBLIC SCHOOLS,0,169900
6,5,4100,0,22921.35032,0.47,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1103850
3,4,4077,39,21804.54903,0.12,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,650000
4,5,4230,17,27378.50858,0.5,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1090000
3,4,1608,35,29960.46021,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,485000
5,4,4650,0,22552.57566,0.39,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1354900
5,5,3420,20,23344.25788,0.17,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1089000
4,3,3590,58,19511.19825,1.08,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,900000
4,4,4814,41,27386.34636,0.53,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,799900
6,4,3812,63,24937.43693,0.2,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,799000
5,3,2608,57,20568.35594,0.46,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,775000
4,3,2016,37,25465.40547,0.18,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,575000
4,4,1884,7,17278.5802,0.02,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,850000
5,4,3768,67,22924.05471,0.75,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,809900
4,3,2475,35,26800.38209,0.36,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,729900
3,4,1986,41,19578.92618,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,525000
3,4,1464,17,27216.75574,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,525000
3,3,1438,21,29609.16687,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,485000
5,5,3742,31,31373.31967,0.31,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,789000
4,2,1875,65,25390.38553,0.19,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,509900
3,3,1464,13,20964.28266,0,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,0,499950
4,2,1875,66,25278.19632,0.24,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,450000
4,3,2309,55,21161.34756,0.38,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,569750
6,5,4759,19,23236.67826,0.15,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1050000
4,4,3856,19,32102.4147,0.41,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,899990
3,2,2058,64,27817.05829,0.5,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,524999
5,5,3852,6,15060.6593,0.83,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1599000
5,6,5264,10,23450.82533,1,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,4,885000
4,3,2511,55,19326.75942,0.49,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,810000
4,3,3196,47,22218.23078,0.26,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,749900
4,4,3165,5,24920.96427,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,799900
3,4,2962,6,24914.57394,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,693000
5,2,3028,68,19157.02317,0.57,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,667500
3,3,1187,41,25839.31883,0.14,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,499000
3,1,936,65,24382.89737,0.31,Single Family,1,FAIRFAX COUNTY PUBLIC SCHOOLS,0,429000
1,1,827,14,16892.19019,0,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,2,369900
4,3,2468,53,18450.4133,0.48,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1225000
5,6,6957,23,30392.74891,0.37,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,999000
5,4,1344,52,19266.28268,0.29,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,699990
3,4,2154,12,29245.5163,0.07,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,600000
5,5,1658,0,22054.40863,0.54,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1499000
4,3,3095,33,24963.53576,0.2,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,745000
6,3,3015,58,24714.62752,0.47,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,629900
